1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
202	-0.915490	70.635967	17.874204	0.002314	0.5
203	-0.874906	70.912404	17.820446	0.001985	0.6
204	-0.879838	70.688641	17.863936	0.002564	0.6
205	-0.865393	71.688641	17.671205	0.000549	0.7
206	-0.851614	71.487248	17.709685	0.000953	0.6
207	-0.903623	71.761486	17.657328	0.001248	0.6
208	-0.863209	72.522437	17.513658	0.002206	0.5
209	-0.876911	72.300708	17.555279	0.002365	0.6
210	-0.887503	72.836197	17.455098	0.001291	0.6
211	-0.884474	73.796587	17.278259	0.003323	0.6
212	-0.868259	74.662643	17.121835	0.001711	0.6
213	-0.869032	74.474820	17.155518	0.002515	0.6
214	-0.880671	74.251055	17.195820	0.000927	0.6
215	-0.877760	75.244582	17.018309	0.000769	0.6
216	-0.864094	75.224257	17.021903	0.002469	0.6
217	-0.873941	75.335155	17.002308	0.000992	0.5
218	-0.901225	75.111428	17.041886	0.001626	0.6
219	-0.895749	75.901992	16.902852	0.000603	0.5
220	-0.854019	75.684584	16.940860	0.002180	0.6
221	-0.878017	76.637131	16.775585	0.001978	0.6
222	-0.850505	76.892116	16.731889	0.001327	0.5
223	-0.871775	76.669383	16.770045	0.001979	0.5
224	-0.866327	77.655395	16.602437	0.000884	0.5
225	-0.878149	78.537222	16.455352	0.002556	0.6
226	-0.870720	79.525621	16.293558	0.002419	0.6
227	-0.874190	80.525611	16.133072	0.001538	0.6
228	-0.879555	80.302027	16.168679	0.001439	0.6
229	-0.870833	81.250520	16.018696	0.001611	0.6
230	-0.877105	81.235655	16.021025	0.001559	0.6
231	-0.878508	81.011906	16.056165	0.001278	0.5
232	-0.876425	80.790773	16.091046	0.001676	0.5
233	-0.859001	80.569004	16.126180	0.001750	0.6
234	-0.861727	80.350575	16.160934	0.002190	0.6
235	-0.843928	81.350012	16.003125	0.003052	0.6
236	-0.875674	81.126507	16.038148	0.002061	0.6
237	-0.856670	80.903218	16.073290	0.000740	0.5
238	-0.873580	81.855791	15.924431	0.001244	0.6
239	-0.874058	81.679375	15.951792	0.002104	0.6
240	-0.897102	81.455616	15.986630	0.002328	0.6
241	-0.877442	82.455383	15.832139	0.000813	0.5
242	-0.859355	82.730293	15.790180	0.001994	0.6
243	-0.887148	82.528862	15.820902	0.002397	0.6
244	-0.870131	83.528857	15.669549	0.000989	0.6
245	-0.855785	83.305206	15.703147	0.002338	0.6
246	-0.880545	83.402617	15.688496	0.001682	0.6
247	-0.894720	83.341035	15.697755	0.003240	0.6
248	-0.850767	84.270658	15.559131	0.000901	0.6
249	-0.909595	84.046899	15.592274	0.000861	0.7
250	-0.887373	83.887880	15.615913	0.002381	0.6
251	-0.877334	83.728496	15.639678	0.000998	0.5
252	-0.872865	84.580899	15.513412	0.002548	0.5
253	-0.875442	84.357481	15.546309	0.000957	0.5
254	-0.882866	84.133785	15.579388	0.001493	0.5
255	-0.884884	84.775714	15.484840	0.002272	0.6
256	-0.852989	84.551978	15.517663	0.001192	0.5
257	-0.902655	84.328221	15.550628	0.002041	0.5
258	-0.857092	84.664464	15.501143	0.001345	0.6
259	-0.872596	84.842879	15.475014	0.001524	0.6
260	-0.849978	84.628550	15.506414	0.001442	0.6
261	-0.867844	84.404839	15.539324	0.002825	0.6
262	-0.869388	84.181096	15.572380	0.002792	0.6
263	-0.875383	83.957331	15.605580	0.002381	0.6
264	-0.893601	83.733566	15.638921	0.000922	0.5
265	-0.881255	84.731897	15.491257	0.002364	0.5
266	-0.851788	85.571943	15.369148	0.003175	0.6
267	-0.881072	85.348178	15.401486	0.002452	0.5
268	-0.865460	86.348069	15.258030	0.001463	0.6
269	-0.851509	86.139485	15.287734	0.002293	0.6
270	-0.855787	86.112546	15.291579	0.001563	0.6
271	-0.859917	85.888803	15.323588	0.001410	0.6
272	-0.859882	86.510802	15.234934	0.000530	0.6
273	-0.865024	86.481728	15.239055	0.002108	0.6
274	-0.874097	86.286765	15.266748	0.001651	0.6
275	-0.835946	87.264209	15.128915	0.001840	0.6
276	-0.909818	87.042243	15.159996	0.002133	0.5
277	-0.860036	88.041977	15.021004	0.001810	0.5
278	-0.896915	89.038605	14.884958	0.001943	0.6
279	-0.899170	89.773774	14.786171	0.003206	0.6
280	-0.884253	89.550009	14.816100	0.003965	0.5
281	-0.885835	90.550009	14.683280	0.002274	0.6
282	-0.855422	90.326245	14.712793	0.001157	0.6
283	-0.877324	91.017373	14.622018	0.001197	0.6
284	-0.860311	90.866205	14.641777	0.001555	0.6
285	-0.864879	91.303286	14.584791	0.002306	0.6
286	-0.913521	91.657904	14.538882	0.001562	0.7
287	-0.886663	91.532913	14.555031	0.001228	0.5
288	-0.874523	91.348238	14.578956	0.001094	0.6
289	-0.877794	91.140548	14.605957	0.001520	0.6
290	-0.854899	92.128667	14.478381	0.001703	0.6
291	-0.863843	93.093655	14.355925	0.001074	0.6
292	-0.878643	93.542029	14.299729	0.001896	0.6
293	-0.829835	93.320418	14.327449	0.002038	0.6
294	-0.884187	94.061243	14.235202	0.001775	0.5
295	-0.861078	95.061216	14.112552	0.002289	0.6
296	-0.872015	96.061200	13.991997	0.002531	0.6
297	-0.877739	95.837457	14.018792	0.001846	0.5
298	-0.916937	96.837230	13.899851	0.002539	0.6
299	-0.846358	96.664471	13.920260	0.002899	0.6
300	-0.869101	97.664471	13.802952	0.000992	0.6
301	-0.904037	97.453311	13.827558	0.001039	0.6
302	-0.868640	97.244070	13.852027	0.001850	0.6
303	-0.876937	97.076435	13.871692	0.001175	0.6
304	-0.873775	97.998299	13.764230	0.001795	0.8
305	-0.839226	98.983122	13.651253	0.001673	0.7
306	-0.829175	99.959339	13.541079	0.002118	0.7
307	-0.869608	100.931959	13.433066	0.001882	0.7
308	-0.860261	101.931958	13.323793	0.001625	0.6
309	-0.869806	102.878167	13.222023	0.001596	0.6
310	-0.872797	102.656278	13.245749	0.001573	0.7
311	-0.914563	102.434137	13.269587	0.000984	0.6
312	-0.874966	102.210764	13.293644	0.001550	0.6
313	-0.858758	102.468766	13.265865	0.002067	0.6
314	-0.855984	102.245308	13.289918	0.001794	0.6
315	-0.875739	102.021544	13.314091	0.002397	0.6
316	-0.875978	101.805431	13.337521	0.001165	0.6
317	-0.890929	102.079138	13.307860	0.002192	0.6
318	-0.906778	101.856027	13.332028	0.000965	0.6
319	-0.923609	101.640267	13.355483	0.002308	0.6
320	-0.840011	102.619540	13.249685	0.001976	0.6
321	-0.892731	102.395776	13.273712	0.001264	0.6
322	-0.863565	102.173629	13.297652	0.001672	0.5
323	-0.879437	102.773294	13.233226	0.001396	0.6
324	-0.859209	102.864478	13.223484	0.001733	0.6
325	-0.888113	102.643007	13.247171	0.001912	0.6
326	-0.849829	103.642155	13.140979	0.001003	0.6
327	-0.902140	104.077744	13.095215	0.001937	0.6
328	-0.861089	103.942036	13.109439	0.001534	0.6
329	-0.911424	104.940705	13.005485	0.003039	0.8
330	-0.908779	105.940704	12.903032	0.001013	0.6
331	-0.851565	105.717863	12.925723	0.001644	0.6
332	-0.905658	106.152421	12.881548	0.003030	0.6
333	-0.892022	106.990825	12.797167	0.001476	0.6
334	-0.849937	107.862974	12.710556	0.001523	0.6
335	-0.857708	108.860932	12.612877	0.002152	0.6
336	-0.876982	109.860928	12.516494	0.001787	0.6
337	-0.895307	110.840084	12.423536	0.001159	0.6
338	-0.870730	111.081716	12.400808	0.000362	0.6
339	-0.843256	111.425643	12.368601	0.001309	0.6
340	-0.869365	111.428681	12.368318	0.002701	0.6
341	-0.855940	111.204924	12.389251	0.001620	0.6
342	-0.892839	112.204922	12.296242	0.002276	0.6
343	-0.889236	111.981158	12.316933	0.001680	0.6
344	-0.925928	111.757401	12.337693	0.001078	0.6
345	-0.883241	111.541665	12.357774	0.002710	0.6
346	-0.860914	111.318042	12.378660	0.002309	0.6
347	-0.868123	112.316344	12.285965	0.001506	0.6
348	-0.855492	112.092673	12.306613	0.001142	0.8
349	-0.879922	112.583922	12.261356	0.001261	0.6
350	-0.853738	113.431289	12.184068	0.002791	0.6
351	-0.880049	113.248914	12.200620	0.002410	0.6
352	-0.863633	114.248867	12.110416	0.001954	0.6
353	-0.853858	114.025161	12.130480	0.002755	0.6
354	-0.865580	113.801418	12.150614	0.001398	0.6
355	-0.881898	113.577653	12.170817	0.001954	0.6
356	-0.863243	113.657492	12.163601	0.001619	0.6
357	-0.896877	114.034309	12.129658	0.001637	0.6
358	-0.873675	115.010267	12.042620	0.001977	0.6
359	-0.871385	116.009959	11.954751	0.001135	0.6
360	-0.880775	115.910593	11.963428	0.002398	0.6
361	-0.906476	116.877273	11.879550	0.002296	1.0
362	-0.876099	116.653564	11.898856	0.000997	0.7
363	-0.873992	116.499451	11.912193	0.002991	0.8
364	-0.837883	117.499033	11.826220	0.002733	0.6
365	-0.891613	118.499033	11.741443	0.002367	0.9
366	-0.860860	118.412860	11.748701	0.002459	0.8
367	-0.910389	118.189115	11.767587	0.001349	0.6
368	-0.928200	119.187675	11.683766	0.001940	0.7
369	-0.878950	120.187155	11.601055	0.002880	0.6
370	-0.882785	121.187155	11.519465	0.002897	0.8
371	-0.876990	120.963795	11.537590	0.001553	0.6
372	-0.876302	120.740038	11.555803	0.001296	0.7
373	-0.881101	120.694037	11.559555	0.002105	0.6
374	-0.907420	121.682046	11.479510	0.001918	0.5
375	-0.856868	122.681996	11.399619	0.000997	0.7
376	-0.892494	123.666109	11.322071	0.001161	0.6
377	-0.872877	124.520408	11.255603	0.001836	0.6
378	-0.857538	125.239577	11.200251	0.001983	0.6
379	-0.913503	126.239564	11.124184	0.002328	0.5
380	-0.877004	126.018885	11.140882	0.001943	0.8
381	-0.912969	127.018816	11.065620	0.003559	0.5
382	-0.888672	128.014479	10.991684	0.001183	0.6
383	-0.844268	128.955325	10.922720	0.001961	0.6
384	-0.884076	128.867759	10.929102	0.001223	0.6
385	-0.876799	128.712073	10.940467	0.002191	0.6
386	-0.859146	128.488362	10.956840	0.003516	0.6
387	-0.893916	128.266702	10.973110	0.002259	0.5
388	-0.849945	129.261614	10.900455	0.002540	0.6
389	-0.846939	130.261614	10.828392	0.002122	0.6
390	-0.868511	131.261613	10.757275	0.002362	0.7
391	-0.882149	132.261613	10.687086	0.001984	0.7
392	-0.859009	132.037850	10.702712	0.002376	0.6
393	-0.865605	133.037835	10.633232	0.001519	0.6
394	-0.868723	132.947817	10.639449	0.002879	0.8
395	-0.857302	133.947805	10.570785	0.002492	0.6
396	-0.861585	134.947805	10.503001	0.002446	0.6
397	-0.903123	134.724040	10.518093	0.002512	0.6
398	-0.876675	134.532342	10.531057	0.001314	0.7
399	-0.900745	134.332122	10.544632	0.002202	1.0
400	-0.870336	134.108433	10.559838	0.002535	0.7
401	-0.839423	133.884668	10.575094	0.001418	0.6
402	-0.903455	134.879491	10.507604	0.002090	0.6
403	-0.891965	134.722594	10.518191	0.001000	0.6
404	-0.881819	135.719068	10.451313	0.002331	0.5
405	-0.901781	136.612319	10.392081	0.001296	0.6
406	-0.869032	137.599136	10.327421	0.002104	0.6
407	-0.857937	137.375527	10.342002	0.000869	0.5
408	-0.867935	138.019362	10.300129	0.001591	0.6
409	-0.866333	138.036733	10.299004	0.000722	1.1
410	-0.859927	138.583046	10.263747	0.001764	0.7
411	-0.899596	138.456280	10.271906	0.001461	0.7
412	-0.858873	138.406211	10.275133	0.001511	0.7
413	-0.905677	138.395673	10.275812	0.002077	0.7
414	-0.879433	138.184758	10.289427	0.002354	0.6
415	-0.875486	139.042028	10.234312	0.002245	0.7
416	-0.918359	140.042012	10.170762	0.001690	0.6
417	-0.864725	139.818277	10.184912	0.002862	0.5
418	-0.834629	140.818277	10.121972	0.001243	0.7
419	-0.882436	140.641406	10.133047	0.001460	0.6
420	-0.868867	140.419662	10.146967	0.001289	0.6
421	-0.903319	141.414663	10.084804	0.002823	0.6
422	-0.864200	141.190903	10.098717	0.001787	0.7
423	-0.887781	141.964038	10.050806	0.001646	0.7
424	-0.840286	142.345247	10.027350	0.000697	0.6
425	-0.914279	142.160155	10.038725	0.001292	0.7
426	-0.869558	142.048190	10.045619	0.001815	0.7
427	-0.884026	141.850617	10.057807	0.000715	0.7
428	-0.865687	142.823923	9.998051	0.001653	0.7
429	-0.895932	142.603325	10.011532	0.001359	0.6
430	-0.879767	142.382028	10.025093	0.001873	0.6
431	-0.854150	142.158322	10.038838	0.001714	0.6
432	-0.869025	143.086789	9.982035	0.001824	0.6
433	-0.849838	144.086668	9.921576	0.003116	0.6
434	-0.899203	143.866729	9.934812	0.000742	0.7
435	-0.842945	144.419708	9.901601	0.001659	0.7
436	-0.872417	144.364930	9.904881	0.001053	0.7
437	-0.861817	144.148537	9.917860	0.002178	0.6
438	-0.904750	145.106995	9.860632	0.001471	0.6
439	-0.862030	144.893986	9.873293	0.001041	0.6
440	-0.880180	145.604934	9.831161	0.002092	0.6
441	-0.886514	145.384307	9.844198	0.001737	0.6
442	-0.852612	145.161090	9.857422	0.001919	0.6
443	-0.883964	144.944614	9.870281	0.001546	0.6
444	-0.875092	145.944582	9.811160	0.002882	0.6
445	-0.887815	145.751901	9.822497	0.002882	0.6
446	-0.901384	145.528220	9.835690	0.002307	0.6
447	-0.892495	146.528220	9.776980	0.002271	0.7
448	-0.891206	147.514885	9.719735	0.002680	0.6
449	-0.863659	148.514885	9.662396	0.001285	0.6
450	-0.849421	149.504360	9.606323	0.001375	0.6
451	-0.895892	149.453207	9.609206	0.000933	0.6
452	-0.888091	149.280862	9.618932	0.001726	0.6
453	-0.846608	149.680196	9.596427	0.001351	0.6
454	-0.898468	149.459263	9.608865	0.001414	0.6
455	-0.876064	149.718891	9.594252	0.001959	0.6
456	-0.882406	150.716314	9.538523	0.001174	0.6
457	-0.886566	151.715545	9.483339	0.002804	0.7
458	-0.867383	152.551825	9.437642	0.001297	0.6
459	-0.884810	152.329113	9.449769	0.000898	0.6
460	-0.904290	152.420304	9.444799	0.002505	0.6
461	-0.910094	153.419357	9.390701	0.001530	0.6
462	-0.880864	153.195594	9.402764	0.001531	0.6
463	-0.875707	152.972739	9.414808	0.000705	0.6
464	-0.899678	153.897477	9.365029	0.001501	0.6
465	-0.862159	154.074402	9.355565	0.001508	0.6
466	-0.872752	153.851286	9.367503	0.002280	0.7
467	-0.882541	153.627528	9.379506	0.002507	0.7
468	-0.866510	153.433636	9.389932	0.001544	0.6
469	-0.856482	154.429525	9.336627	0.002208	0.6
470	-0.879736	155.412847	9.284585	0.001619	0.7
471	-0.856848	155.198212	9.295895	0.000812	0.6
472	-0.874216	155.762777	9.266204	0.000920	0.7
473	-0.897877	155.658412	9.271678	0.002017	0.6
474	-0.874223	155.888215	9.259633	0.000856	0.6
475	-0.897685	156.875319	9.208248	0.003084	0.6
476	-0.844002	156.651695	9.219839	0.002978	0.6
477	-0.860463	156.427930	9.231467	0.003069	0.7
478	-0.894502	156.204196	9.243122	0.001359	0.7
479	-0.902053	155.982097	9.254721	0.001729	0.6
480	-0.885236	155.778872	9.265361	0.002122	0.6
481	-0.896437	156.471184	9.229217	0.001036	0.6
482	-0.865275	156.811519	9.211552	0.001785	0.6
483	-0.882792	156.590434	9.223019	0.001919	0.6
484	-0.870657	156.527261	9.226301	0.000835	0.6
485	-0.918323	156.304326	9.237902	0.001835	0.6
486	-0.862098	156.082667	9.249465	0.001535	0.6
487	-0.909013	157.043889	9.199529	0.001758	0.6
488	-0.827886	156.820145	9.211105	0.003005	0.6
489	-0.878958	157.820145	9.159594	0.002207	0.6
490	-0.880700	158.820145	9.108657	0.002323	0.6
491	-0.868889	159.820144	9.058283	0.001945	0.6
492	-0.918113	160.800432	9.009440	0.001684	0.5
493	-0.854602	160.576670	9.020542	0.002357	0.6
494	-0.860249	160.440908	9.027292	0.001695	0.5
495	-0.831249	160.218946	9.038349	0.001836	0.5
496	-0.866031	160.347938	9.031920	0.001820	0.6
497	-0.876372	160.124189	9.043077	0.002725	0.5
498	-0.887551	159.900427	9.054263	0.001992	0.5
499	-0.893595	159.676673	9.065476	0.002250	0.6
500	-0.879573	159.721894	9.063207	0.000617	0.5
501	-0.864844	159.500893	9.074304	0.001421	0.6
502	-0.840794	159.305671	9.084129	0.001152	0.5
503	-0.894364	159.213781	9.088761	0.001806	0.5
504	-0.902864	159.121262	9.093430	0.001382	0.6
505	-0.862277	158.897883	9.104721	0.001208	0.5
506	-0.871098	158.674706	9.116030	0.001964	0.5
507	-0.890752	159.475042	9.075604	0.002652	0.6
508	-0.875893	159.251278	9.086870	0.001384	0.7
509	-0.880279	159.062265	9.096409	0.000903	0.6
510	-0.871841	158.856111	9.106835	0.001771	0.6
511	-0.838808	159.352816	9.081755	0.001788	0.6
512	-0.906398	160.338829	9.032373	0.001913	0.6
513	-0.857837	160.791477	9.009883	0.002458	0.7
514	-0.858456	161.791463	8.960594	0.001100	0.6
