1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
115	-0.280551	15.530902	2.254220	0.030722	0.6
116	-0.266758	14.609978	2.312517	0.021522	0.6
117	-0.265426	15.608579	2.249437	0.018924	0.6
118	-0.252285	16.608485	2.189630	0.043296	0.6
119	-0.269004	17.608484	2.132917	0.021409	0.6
120	-0.269261	18.608484	2.079067	0.034860	0.7
121	-0.278388	17.687561	2.128557	0.017623	0.7
122	-0.249427	17.964137	2.113448	0.018106	0.8
123	-0.280665	17.161859	2.157879	0.026530	0.7
124	-0.277742	16.240945	2.211240	0.030213	0.7
125	-0.264560	17.240945	2.153416	0.019120	0.6
126	-0.271475	16.445356	2.199169	0.021753	0.7
127	-0.282998	17.324182	2.148739	0.026069	0.7
128	-0.285079	16.403387	2.201637	0.019572	0.7
129	-0.300222	17.403125	2.144322	0.025180	0.7
130	-0.281384	16.642454	2.187654	0.025477	0.6
131	-0.271379	17.240604	2.153436	0.016207	0.6
132	-0.306811	16.442655	2.199328	0.034513	0.7
133	-0.271317	17.442580	2.142121	0.018906	0.6
134	-0.266696	17.019625	2.165952	0.028305	0.6
135	-0.265212	18.019560	2.110446	0.011823	0.6
136	-0.281728	17.120034	2.160247	0.017776	0.7
137	-0.271225	16.224144	2.212238	0.008471	0.6
138	-0.266175	17.122323	2.160117	0.022934	0.7
139	-0.288922	16.586426	2.190915	0.027947	0.7
140	-0.271767	15.665725	2.245931	0.032407	0.6
141	-0.255297	16.658127	2.186744	0.012811	0.6
142	-0.284422	17.630587	2.131696	0.020168	0.7
143	-0.257581	16.764738	2.180571	0.029365	0.7
144	-0.251084	17.764735	2.124319	0.028334	0.6
145	-0.267177	18.754829	2.071413	0.029055	0.6
146	-0.283636	19.732495	2.021695	0.027729	0.7
147	-0.265711	19.186792	2.049148	0.015405	0.7
148	-0.243515	20.133928	2.001965	0.032473	0.7
149	-0.251885	20.746478	1.972590	0.012972	0.7
150	-0.283959	21.745090	1.926506	0.026707	0.7
151	-0.261125	20.831010	1.968604	0.015026	0.7
152	-0.271958	20.953125	1.962873	0.010485	0.6
153	-0.268487	20.248348	1.996411	0.027294	0.6
154	-0.283070	19.803056	2.018199	0.019657	0.6
155	-0.289769	20.802753	1.969934	0.038945	0.6
156	-0.296857	21.802744	1.923911	0.024142	0.6
157	-0.278018	22.797866	1.880198	0.016537	0.7
158	-0.259196	21.892264	1.919896	0.036492	0.8
159	-0.245914	22.892235	1.876156	0.014352	0.7
160	-0.265003	23.891650	1.834387	0.025284	0.7
161	-0.268302	22.973078	1.872707	0.025589	0.7
162	-0.274302	23.911830	1.833563	0.018877	0.7
163	-0.276835	24.901964	1.794012	0.016013	0.7
164	-0.276949	24.950584	1.792114	0.019953	0.6
165	-0.269900	24.032436	1.828652	0.021295	0.7
166	-0.292615	25.032251	1.788934	0.029010	0.7
167	-0.260195	24.111326	1.825455	0.016767	0.7
168	-0.286338	23.370863	1.855918	0.018871	0.6
169	-0.307432	24.369735	1.815057	0.010307	0.6
170	-0.270090	24.077813	1.826812	0.016708	0.6
171	-0.256124	24.318782	1.817098	0.018112	0.6
172	-0.280833	23.756967	1.839907	0.004727	0.7
173	-0.279385	24.490978	1.810220	0.016833	0.6
174	-0.244186	24.891601	1.794417	0.021112	0.6
175	-0.264077	25.881901	1.756513	0.020386	0.6
176	-0.274896	26.881192	1.719854	0.025870	0.6
177	-0.298607	26.245513	1.742995	0.034552	0.7
178	-0.297201	25.324589	1.777645	0.023521	0.6
179	-0.278329	26.324417	1.740089	0.030327	0.6
180	-0.290320	25.432036	1.773531	0.028327	0.7
181	-0.278721	26.413717	1.736811	0.024312	0.7
182	-0.269758	25.492792	1.771214	0.023781	0.7
183	-0.257336	24.571880	1.807006	0.018573	0.7
184	-0.266529	25.571493	1.768221	0.010114	0.8
185	-0.272517	26.490709	1.733995	0.021583	0.7
186	-0.300580	27.464608	1.699151	0.024292	0.7
187	-0.261212	28.078246	1.677906	0.022841	0.6
188	-0.265058	28.158453	1.675168	0.020042	0.6
189	-0.285990	29.158438	1.641771	0.011532	0.6
190	-0.278055	28.845817	1.652068	0.027112	0.6
191	-0.282394	29.841467	1.619715	0.018005	0.8
192	-0.268536	30.841459	1.588471	0.018705	0.6
193	-0.274487	30.317146	1.604701	0.031229	0.6
194	-0.283367	29.676107	1.625000	0.026600	0.6
195	-0.282731	30.676107	1.593554	0.016208	0.6
196	-0.309724	31.243581	1.576245	0.027238	0.6
197	-0.257165	32.059764	1.551999	0.015933	0.6
198	-0.276875	32.458235	1.540430	0.025675	0.6
199	-0.300074	33.458191	1.512145	0.025023	0.6
200	-0.272319	32.537267	1.538156	0.008976	0.6
201	-0.293264	33.534419	1.510031	0.033338	0.7
202	-0.294870	32.623200	1.535691	0.028581	0.6
203	-0.273414	31.841872	1.558398	0.015588	0.7
204	-0.261685	32.835793	1.529627	0.017195	0.7
205	-0.280980	33.088821	1.522471	0.030863	0.7
206	-0.289993	32.170129	1.548777	0.012608	0.7
207	-0.275680	33.170043	1.520188	0.026404	0.7
208	-0.263115	32.293391	1.545195	0.022221	0.6
209	-0.295050	33.290499	1.516816	0.020826	0.6
210	-0.283758	34.285415	1.489519	0.019334	0.6
211	-0.280449	35.276966	1.463275	0.026654	0.6
212	-0.269809	34.358422	1.487555	0.022871	0.7
213	-0.247061	35.337252	1.461709	0.014608	0.6
214	-0.255624	35.915905	1.446848	0.017967	0.6
215	-0.291795	36.888904	1.422530	0.017380	0.6
216	-0.286032	35.998429	1.444753	0.017749	0.6
217	-0.304530	35.077703	1.468474	0.032026	0.7
218	-0.269014	35.485464	1.457874	0.017339	0.6
219	-0.287177	34.564544	1.482036	0.014353	0.6
220	-0.261389	34.563164	1.482073	0.008590	0.6
221	-0.293818	34.595315	1.481216	0.025676	0.7
222	-0.283555	33.796089	1.502820	0.035444	0.7
223	-0.256890	32.875164	1.528509	0.018115	0.7
224	-0.270506	33.813415	1.502345	0.018594	0.7
225	-0.251026	33.066331	1.523105	0.033828	0.7
226	-0.255992	32.145407	1.549497	0.016203	0.7
227	-0.271500	33.145406	1.520880	0.012857	0.6
228	-0.291304	32.397703	1.542176	0.018122	0.6
229	-0.287292	31.520029	1.567948	0.009962	0.7
230	-0.290004	31.505411	1.568385	0.013867	0.6
231	-0.251192	30.901321	1.586639	0.014252	0.6
232	-0.266042	30.023499	1.613936	0.025041	0.6
233	-0.290077	31.009231	1.583347	0.024881	0.8
234	-0.279952	30.098174	1.611578	0.019896	0.6
235	-0.279215	29.177272	1.641155	0.019743	0.7
236	-0.258222	30.177088	1.609093	0.030169	0.6
237	-0.282684	31.176878	1.578260	0.017814	0.6
238	-0.263102	30.255973	1.606616	0.022879	0.7
239	-0.287574	31.216891	1.577051	0.017508	0.6
240	-0.255443	31.727966	1.561765	0.013783	0.7
241	-0.264107	32.531129	1.538333	0.023798	0.7
242	-0.283902	31.612549	1.565191	0.019237	0.8
243	-0.293216	30.692290	1.593055	0.021366	0.7
244	-0.288836	29.771414	1.621950	0.017928	0.7
245	-0.277950	28.891856	1.650543	0.005696	0.6
246	-0.269252	28.463974	1.664821	0.010654	0.6
247	-0.292710	28.054585	1.678715	0.025072	0.6
248	-0.270922	27.136396	1.710736	0.016603	0.6
249	-0.274740	26.234218	1.743411	0.010840	0.6
250	-0.273752	26.747386	1.724674	0.034189	0.6
251	-0.296261	27.746973	1.689308	0.016216	0.7
252	-0.289646	26.827018	1.721802	0.022115	0.6
253	-0.255350	27.813759	1.686997	0.010539	0.7
254	-0.250947	27.218683	1.707817	0.025392	0.7
255	-0.295157	26.328425	1.739941	0.024743	0.6
256	-0.299208	25.407501	1.774469	0.020455	0.6
257	-0.264265	24.487782	1.810347	0.021142	0.7
258	-0.260708	25.486763	1.771444	0.011886	0.6
259	-0.293184	26.466900	1.734865	0.016623	0.6
260	-0.274913	27.380526	1.702104	0.018933	0.6
261	-0.281190	26.463569	1.734987	0.021636	0.6
262	-0.275335	26.529970	1.732563	0.010689	0.8
263	-0.268801	27.512804	1.697463	0.021805	0.7
264	-0.296850	28.239167	1.672422	0.026764	0.8
265	-0.269530	29.238571	1.639152	0.013784	0.6
266	-0.259838	30.193212	1.608586	0.006700	0.6
267	-0.259399	29.894754	1.618019	0.020398	0.6
268	-0.283364	29.576188	1.628210	0.030606	0.6
269	-0.267998	30.570727	1.596810	0.024631	0.7
270	-0.270824	31.568647	1.566498	0.009693	0.6
271	-0.275313	32.518230	1.538703	0.010603	0.6
272	-0.279019	32.343031	1.543757	0.011120	0.6
273	-0.260841	31.926344	1.555911	0.012958	0.7
274	-0.280712	31.241899	1.576296	0.015045	0.6
275	-0.268517	30.426618	1.601285	0.011623	0.7
276	-0.257092	31.064308	1.581672	0.026225	0.7
277	-0.280895	30.155180	1.609782	0.022826	0.6
278	-0.269865	31.155179	1.578917	0.024079	0.6
279	-0.262806	30.234259	1.607297	0.016075	0.6
280	-0.272399	30.733352	1.591791	0.018419	0.6
281	-0.263163	31.730244	1.561697	0.030530	0.7
282	-0.269876	32.696878	1.533584	0.027877	0.8
283	-0.279800	33.088586	1.522478	0.018907	0.7
284	-0.267339	32.487285	1.539593	0.013418	0.8
285	-0.281969	33.468422	1.511861	0.022740	0.8
286	-0.286006	32.549845	1.537795	0.017044	0.7
287	-0.270660	33.547131	1.509679	0.022620	0.7
288	-0.267062	34.387859	1.486764	0.015084	0.6
289	-0.251104	34.665821	1.479340	0.020450	0.6
290	-0.276846	35.531014	1.456699	0.017589	0.7
291	-0.271023	34.676169	1.479065	0.024251	0.6
292	-0.270135	35.399433	1.460098	0.014950	0.7
293	-0.257808	36.239571	1.438667	0.028873	0.6
294	-0.264619	35.389481	1.460355	0.016629	0.6
295	-0.270213	36.389351	1.434912	0.024633	0.7
296	-0.273236	35.482514	1.457950	0.023334	0.6
297	-0.282586	36.437708	1.433704	0.025744	0.6
298	-0.260369	37.435570	1.409222	0.016728	0.6
299	-0.292286	36.514838	1.431781	0.021809	0.6
300	-0.275497	37.015845	1.419417	0.027314	0.7
301	-0.293524	37.826795	1.399850	0.031988	0.7
302	-0.253032	36.905884	1.422112	0.014160	0.8
303	-0.282984	35.985064	1.445092	0.023793	0.7
304	-0.286568	36.197611	1.439722	0.022866	0.7
305	-0.269288	37.195407	1.415037	0.014843	0.6
306	-0.269544	37.520658	1.407173	0.022185	0.6
307	-0.262838	38.452040	1.385128	0.023123	0.7
308	-0.291609	37.531131	1.406921	0.028008	0.6
309	-0.299198	36.610305	1.429409	0.013201	0.6
310	-0.261424	35.737533	1.451397	0.029617	0.7
311	-0.252894	36.733997	1.426346	0.017644	0.6
312	-0.290964	37.733472	1.402074	0.017656	0.6
313	-0.253132	37.023606	1.419227	0.009221	0.6
314	-0.283939	37.669362	1.403606	0.010863	0.7
315	-0.299715	38.467450	1.384769	0.039599	0.7
316	-0.287988	37.546637	1.406548	0.015734	0.7
317	-0.270719	38.546312	1.382935	0.032387	0.6
318	-0.272733	39.534627	1.360357	0.024677	0.6
319	-0.279832	38.613840	1.381368	0.019028	0.6
320	-0.307784	39.509945	1.360911	0.031089	0.7
321	-0.264356	40.467472	1.339711	0.020252	0.7
322	-0.253273	39.555882	1.359879	0.022989	0.7
323	-0.295463	39.375685	1.363938	0.015462	0.7
324	-0.262677	38.467185	1.384775	0.007854	0.7
325	-0.286091	37.799922	1.400490	0.032120	0.6
326	-0.290145	38.331724	1.387937	0.018770	0.6
327	-0.274010	37.411443	1.409804	0.020767	0.6
328	-0.283336	38.328301	1.388017	0.019410	0.6
329	-0.265279	37.419008	1.409621	0.013141	0.6
330	-0.275563	36.551328	1.430874	0.012591	0.6
331	-0.280551	36.688914	1.427461	0.009413	0.6
332	-0.264317	37.381238	1.410533	0.032118	0.6
333	-0.279519	38.379613	1.386817	0.007720	0.6
334	-0.280322	39.235367	1.367115	0.010117	0.6
335	-0.284582	38.528494	1.383349	0.028177	0.6
336	-0.277767	38.256358	1.389702	0.027894	0.7
337	-0.268740	37.335436	1.411641	0.024200	0.7
338	-0.260843	36.414512	1.434283	0.024288	0.6
339	-0.267169	37.379767	1.410569	0.017444	0.7
340	-0.284692	36.528845	1.431433	0.023280	0.7
341	-0.277215	36.542563	1.431092	0.019061	0.7
342	-0.305824	35.650749	1.453620	0.029417	0.7
343	-0.270667	34.730025	1.477636	0.012083	0.7
344	-0.295094	34.209457	1.491568	0.024292	0.6
345	-0.279830	33.295966	1.516663	0.009292	0.7
346	-0.261015	34.267031	1.490014	0.019548	0.6
347	-0.264353	35.109127	1.467652	0.023223	0.6
348	-0.265150	36.096018	1.442284	0.013163	0.6
349	-0.270225	35.197483	1.465345	0.018771	0.6
350	-0.264375	35.788730	1.450088	0.016212	0.6
351	-0.296446	34.965358	1.471422	0.010343	0.6
352	-0.281524	34.253303	1.490385	0.019834	0.6
353	-0.277193	34.477570	1.484360	0.032745	0.6
354	-0.292178	35.477565	1.458078	0.020956	0.7
355	-0.273256	36.386403	1.434986	0.017250	0.6
356	-0.269867	37.347295	1.411354	0.014105	0.6
357	-0.287842	37.791765	1.400684	0.012913	0.6
358	-0.290163	37.462606	1.408570	0.026647	0.6
359	-0.271218	36.632541	1.428857	0.015213	0.6
360	-0.260810	37.632354	1.404492	0.019168	0.7
361	-0.269479	37.721512	1.402360	0.009126	0.7
362	-0.271789	38.634513	1.380890	0.015127	0.6
363	-0.278143	38.309157	1.388465	0.022920	0.7
364	-0.285974	39.302746	1.365587	0.015523	0.7
365	-0.270472	38.382338	1.386754	0.015043	0.6
366	-0.267704	37.832176	1.399722	0.020173	0.6
367	-0.274125	37.616341	1.404876	0.012867	0.6
368	-0.291602	36.697240	1.427255	0.032574	0.6
369	-0.280577	37.659239	1.403848	0.020594	0.6
370	-0.271831	37.614594	1.404918	0.022943	0.6
371	-0.299966	36.693797	1.427340	0.017464	0.6
372	-0.272538	35.826781	1.449117	0.028593	0.6
373	-0.256570	34.912973	1.472801	0.020760	0.6
374	-0.282222	35.912966	1.446923	0.025315	0.6
375	-0.272724	36.854694	1.423371	0.015918	0.6
376	-0.270511	35.934003	1.446388	0.022206	0.6
377	-0.271584	35.014054	1.470143	0.020139	0.6
378	-0.246454	34.119513	1.494002	0.023058	0.6
379	-0.266207	35.119501	1.467381	0.018207	0.7
380	-0.281920	36.107282	1.442000	0.019929	0.7
381	-0.267042	37.101672	1.417320	0.016859	0.7
382	-0.287897	38.083317	1.393772	0.002156	0.6
383	-0.259467	38.283049	1.389076	0.020745	0.7
384	-0.319976	38.623175	1.381152	0.018463	0.6
385	-0.291465	38.534318	1.383214	0.006376	0.7
386	-0.292715	39.027434	1.371851	0.020648	0.7
387	-0.277035	38.168450	1.391767	0.035567	0.6
388	-0.297623	39.166688	1.368676	0.014719	0.6
389	-0.258729	38.245798	1.389950	0.005162	0.6
390	-0.277544	38.811781	1.376797	0.013858	0.6
391	-0.258991	38.180405	1.391485	0.017714	0.7
392	-0.276246	39.175868	1.368467	0.017953	0.6
393	-0.287839	38.905736	1.374638	0.012343	0.6
394	-0.267747	39.883800	1.352555	0.021563	0.6
395	-0.262152	38.964463	1.373291	0.039374	0.6
396	-0.280762	38.045344	1.394668	0.018825	0.6
397	-0.275299	38.559934	1.382619	0.012752	0.6
398	-0.277087	38.334910	1.387862	0.015211	0.6
399	-0.290362	38.771977	1.377714	0.016213	0.7
400	-0.264608	37.875428	1.398693	0.020533	0.7
401	-0.303658	38.779408	1.377543	0.017721	0.7
402	-0.295405	37.859443	1.399073	0.015379	0.6
403	-0.276864	38.769970	1.377760	0.022631	0.7
404	-0.263754	39.342931	1.364678	0.013285	0.7
405	-0.296306	38.438462	1.385444	0.026227	0.7
406	-0.286351	39.425987	1.362802	0.023316	0.6
407	-0.283886	40.425960	1.340617	0.021067	0.6
408	-0.259476	40.932308	1.329656	0.018428	0.6
409	-0.277304	40.011517	1.349723	0.011526	0.6
410	-0.278715	40.848277	1.331463	0.024282	0.6
411	-0.262645	41.656741	1.314283	0.015859	0.7
412	-0.285615	40.824443	1.331976	0.021391	0.6
413	-0.276348	39.915446	1.351852	0.028601	0.6
414	-0.270562	39.241285	1.366981	0.033194	0.6
415	-0.292913	40.208269	1.345385	0.027437	0.6
416	-0.279684	41.208269	1.323758	0.024725	0.6
417	-0.285915	42.208269	1.302815	0.039444	0.6
418	-0.279133	43.208269	1.282524	0.007008	0.6
419	-0.292369	44.207425	1.262873	0.021388	0.7
420	-0.286267	43.469835	1.277321	0.021897	0.7
421	-0.259643	44.452824	1.258138	0.013165	0.6
422	-0.287487	45.428485	1.239659	0.014652	0.6
423	-0.265031	44.780060	1.251879	0.013759	0.6
424	-0.282088	44.643982	1.254474	0.024159	0.6
425	-0.260889	43.871459	1.269413	0.011597	0.7
426	-0.289763	44.847374	1.250599	0.043302	0.6
427	-0.285739	43.926557	1.268336	0.018109	0.6
428	-0.270224	43.005645	1.286585	0.022319	0.6
429	-0.268681	43.997108	1.266959	0.032810	0.6
430	-0.291482	44.997108	1.247762	0.009271	0.6
431	-0.267806	45.483634	1.238631	0.031802	0.6
432	-0.264144	46.233352	1.224819	0.021527	0.6
433	-0.275391	45.312431	1.241829	0.008056	0.6
434	-0.251815	44.904985	1.249506	0.022761	0.6
435	-0.261566	45.596637	1.236529	0.010605	0.6
436	-0.268802	46.287189	1.223839	0.026647	0.6
437	-0.287435	47.252422	1.206531	0.023193	0.6
438	-0.305083	48.249272	1.189163	0.011974	0.6
439	-0.265951	49.114847	1.174483	0.012805	0.6
440	-0.285484	49.899008	1.161493	0.039096	0.7
441	-0.284337	50.818963	1.146615	0.012542	0.8
442	-0.274014	50.419658	1.153025	0.014270	0.6
443	-0.265771	51.356369	1.138099	0.017939	0.6
444	-0.281296	50.441259	1.152677	0.022976	0.6
445	-0.247646	49.534348	1.167498	0.034963	0.6
446	-0.255421	50.534348	1.151177	0.027687	0.6
447	-0.291667	51.534057	1.135310	0.027427	0.6
448	-0.277143	52.534000	1.119872	0.012577	0.7
449	-0.246068	51.619877	1.133969	0.028104	0.6
450	-0.257283	52.618101	1.118593	0.013572	0.6
451	-0.265291	51.714835	1.132488	0.027107	0.6
452	-0.257942	51.999290	1.128075	0.020343	0.6
453	-0.294475	52.993464	1.112918	0.018069	0.6
454	-0.268575	53.991623	1.098105	0.026890	0.6
455	-0.287409	54.991410	1.083658	0.024341	0.7
456	-0.287919	54.070493	1.096951	0.015771	0.7
457	-0.265463	53.165632	1.110335	0.022646	0.8
458	-0.254901	54.164782	1.095575	0.021711	0.7
459	-0.286286	55.164753	1.081191	0.029490	0.7
460	-0.279795	54.245083	1.094406	0.028009	0.6
461	-0.266765	55.245050	1.080053	0.007396	0.6
462	-0.273190	55.709338	1.073516	0.010090	0.6
463	-0.287781	55.047113	1.082864	0.014490	0.6
464	-0.269993	54.277917	1.093929	0.030463	0.6
465	-0.274577	53.357263	1.107473	0.026109	0.6
466	-0.263342	54.354802	1.092813	0.031333	0.6
467	-0.295889	55.354774	1.078501	0.024050	0.6
468	-0.270847	56.354774	1.064558	0.033041	0.6
469	-0.273901	57.292762	1.051804	0.020438	0.7
470	-0.285859	58.292762	1.038540	0.037137	0.7
471	-0.258165	57.371918	1.050742	0.031821	0.6
472	-0.278872	58.371918	1.037504	0.021340	0.6
473	-0.266057	59.371915	1.024595	0.006066	0.6
474	-0.257969	59.255933	1.026076	0.020317	0.6
475	-0.269627	60.024261	1.016346	0.028181	0.6
476	-0.267681	59.103988	1.028022	0.014456	0.7
477	-0.288124	58.629893	1.034143	0.034926	0.7
478	-0.260370	59.629435	1.021323	0.023231	0.7
479	-0.275015	60.044195	1.016096	0.019408	0.6
480	-0.279470	61.043793	1.003716	0.027614	0.6
481	-0.295331	60.122888	1.015110	0.017659	0.7
482	-0.288156	61.121316	1.002769	0.028388	0.7
483	-0.286997	60.200392	1.014141	0.015860	0.7
484	-0.282798	59.279523	1.025774	0.021464	0.7
485	-0.284069	60.278955	1.013161	0.020365	0.7
486	-0.291433	60.281575	1.013128	0.029789	0.6
487	-0.279878	61.276305	1.000880	0.007828	0.7
488	-0.307071	60.385868	1.011830	0.025721	0.7
489	-0.288013	59.655192	1.020997	0.032049	0.7
490	-0.265228	60.649888	1.008558	0.025633	0.7
491	-0.286681	61.549361	0.997569	0.024993	0.7
492	-0.259837	60.628437	1.008823	0.014090	0.7
493	-0.274241	61.627946	0.996620	0.016607	0.6
494	-0.289840	62.431752	0.987018	0.014720	0.6
495	-0.256258	62.700902	0.983845	0.016599	0.7
496	-0.268078	63.133060	0.978791	0.029828	0.6
497	-0.277332	64.121654	0.967423	0.023516	0.7
498	-0.286186	65.116000	0.956253	0.021232	0.6
499	-0.267789	64.195107	0.966589	0.018362	0.6
500	-0.276152	63.274255	0.977151	0.031355	0.6
501	-0.276690	64.274248	0.965692	0.010693	0.6
502	-0.260596	65.270506	0.954540	0.038421	0.6
503	-0.262146	64.349664	0.964839	0.016282	0.7
504	-0.285495	63.497705	0.974567	0.029855	0.7
505	-0.282538	62.670364	0.984204	0.029465	0.6
506	-0.266479	63.670364	0.972580	0.014807	0.6
507	-0.259077	64.670313	0.961228	0.021098	0.6
508	-0.271603	63.749809	0.971668	0.022874	0.6
509	-0.294335	62.828927	0.982342	0.021455	0.7
510	-0.257996	63.828923	0.970762	0.018305	0.7
511	-0.261787	64.261003	0.965842	0.027405	0.7
512	-0.264388	63.340406	0.976385	0.026845	0.7
513	-0.272677	64.338486	0.964965	0.031908	0.6
514	-0.286733	63.417562	0.975492	0.019164	0.7
